"nom","p_code","reg_code",
"Mihavatsy","MDG51512112","MDG51","MihavatsyMDG51"
"Mikoboka","MDG51512171","MDG51","MikobokaMDG51"
"Milenaka","MDG51520290","MDG51","MilenakaMDG51"
"Mitsinjo","MDG51512172","MDG51","MitsinjoMDG51"
"Mitsinjo Betanimena","MDG51520010","MDG51","Mitsinjo BetanimenaMDG51"
"Montifeno","MDG51506313","MDG51","MontifenoMDG51"
"Nosy Ambositra","MDG51504090","MDG51","Nosy AmbositraMDG51"
"Saint Augustin","MDG51520131","MDG51","Saint AugustinMDG51"
"Sakamasay","MDG51506012","MDG51","SakamasayMDG51"
"Sakaraha","MDG51512011","MDG51","SakarahaMDG51"
"Sakena","MDG51503093","MDG51","SakenaMDG51"
"Salobe","MDG51506270","MDG51","SalobeMDG51"
"Soalara Sud","MDG51520133","MDG51","Soalara SudMDG51"
"Soamanonga","MDG51506210","MDG51","SoamanongaMDG51"
"Soaserana","MDG51506251","MDG51","SoaseranaMDG51"
"Tameantsoa","MDG51506090","MDG51","TameantsoaMDG51"
"Tanamary","MDG51503092","MDG51","TanamaryMDG51"
"Tanambao Haut","MDG51506290","MDG51","Tanambao HautMDG51"
"Tanambao I","MDG51501001","MDG51","Tanambao IMDG51"
"Tanambao II Tsf Nord","MDG51501002","MDG51","Tanambao II Tsf NordMDG51"
"Tandrano","MDG51505030","MDG51","TandranoMDG51"
"Tongobory","MDG51506111","MDG51","TongoboryMDG51"
"Tsianisiha","MDG51520230","MDG51","TsianisihaMDG51"
"Vatolatsaka","MDG51506113","MDG51","VatolatsakaMDG51"
"Vohitany","MDG51507250","MDG51","VohitanyMDG51"
"Ambahita","MDG52518151","MDG52","AmbahitaMDG52"
"Ambanisarika","MDG52516031","MDG52","AmbanisarikaMDG52"
"Ambatosola","MDG52518091","MDG52","AmbatosolaMDG52"
"Ambazoa","MDG52516092","MDG52","AmbazoaMDG52"
"Ambohimalaza","MDG52516033","MDG52","AmbohimalazaMDG52"
"Ambonaivo","MDG52516050","MDG52","AmbonaivoMDG52"
"Ambondro","MDG52516091","MDG52","AmbondroMDG52"
"Ambovombe","MDG52516011","MDG52","AmbovombeMDG52"
"Ampamata","MDG52516152","MDG52","AmpamataMDG52"
"Analamary","MDG52516032","MDG52","AnalamaryMDG52"
"Andalatanosy","MDG52516151","MDG52","AndalatanosyMDG52"
"Anivorano Mitsinjo","MDG52518290","MDG52","Anivorano MitsinjoMDG52"
"Anja Nord","MDG52518050","MDG52","Anja NordMDG52"
"Anjampaly","MDG52514032","MDG52","AnjampalyMDG52"
"Anjeky Ankilikira","MDG52516014","MDG52","Anjeky AnkilikiraMDG52"
"Ankaranabo Nord","MDG52518031","MDG52","Ankaranabo NordMDG52"
"Antanimora Atsimo","MDG52516130","MDG52","Antanimora AtsimoMDG52"
"Antaritarika","MDG52514071","MDG52","AntaritarikaMDG52"
"Antsakoamaro","MDG52518070","MDG52","AntsakoamaroMDG52"
"Behabobo","MDG52513092","MDG52","BehaboboMDG52"
"Bekitro","MDG52518230","MDG52","BekitroMDG52"
"Belindo Mahasoa","MDG52518170","MDG52","Belindo MahasoaMDG52"
"Beloha","MDG52513010","MDG52","BelohaMDG52"
"Beraketa","MDG52518251","MDG52","BeraketaMDG52"
"Besakoa","MDG52518032","MDG52","BesakoaMDG52"
"Betanty (Faux Cap)","MDG52514031","MDG52","Betanty (Faux Cap)MDG52"
"Beteza","MDG52518190","MDG52","BetezaMDG52"
"Bevitiky","MDG52518270","MDG52","BevitikyMDG52"
"Erada","MDG52516013","MDG52","EradaMDG52"
"Imanombo","MDG52516190","MDG52","ImanomboMDG52"
"Imongy","MDG52514072","MDG52","ImongyMDG52"
"Jafaro","MDG52516170","MDG52","JafaroMDG52"
"Kopoky","MDG52513050","MDG52","KopokyMDG52"
"Manakompy","MDG52518130","MDG52","ManakompyMDG52"
"Maroalomainty","MDG52516071","MDG52","MaroalomaintyMDG52"
"Maroalopoty","MDG52516072","MDG52","MaroalopotyMDG52"
"Marolinta","MDG52513070","MDG52","MarolintaMDG52"
"Marovato","MDG52514050","MDG52","MarovatoMDG52"
"Marovato Befeno","MDG52516112","MDG52","Marovato BefenoMDG52"
"Maroviro","MDG52518152","MDG52","MaroviroMDG52"
"Morafeno Bekily","MDG52518010","MDG52","Morafeno BekilyMDG52"
"Nikoly","MDG52514012","MDG52","NikolyMDG52"
"Sihanamaro","MDG52516111","MDG52","SihanamaroMDG52"
"Tanandava","MDG52518210","MDG52","TanandavaMDG52"
"Tranoroa","MDG52513091","MDG52","TranoroaMDG52"
"Tranovaho","MDG52513030","MDG52","TranovahoMDG52"
"Tsihombe","MDG52514011","MDG52","TsihombeMDG52"
"Tsikolaky","MDG52518110","MDG52","TsikolakyMDG52"
"Tsimananada","MDG52516012","MDG52","TsimananadaMDG52"
"Tsirandrany","MDG52518092","MDG52","TsirandranyMDG52"
"Vohimanga","MDG52518252","MDG52","VohimangaMDG52"
"Ambalasoa","MDG53517070","MDG53","AmbalasoaMDG53"
"Ambatoabo","MDG53515112","MDG53","AmbatoaboMDG53"
"Ambatomivary","MDG53517350","MDG53","AmbatomivaryMDG53"
"Amboasary Atsimo","MDG53519010","MDG53","Amboasary AtsimoMDG53"
"Ampasimena","MDG53515230","MDG53","AmpasimenaMDG53"
"Ampasy Nahampoana","MDG53515031","MDG53","Ampasy NahampoanaMDG53"
"Analamary","MDG53515252","MDG53","AnalamaryMDG53"
"Analamary","MDG53517110","MDG53","AnalamaryMDG53"
"Analapatsy","MDG53515114","MDG53","AnalapatsyMDG53"
"Andranobory","MDG53515115","MDG53","AndranoboryMDG53"
"Andriandampy","MDG53517331","MDG53","AndriandampyMDG53"
"Ankaramena","MDG53515090","MDG53","AnkaramenaMDG53"
"Ankariera","MDG53515113","MDG53","AnkarieraMDG53"
"Beampombo I","MDG53517190","MDG53","Beampombo IMDG53"
"Beampombo II","MDG53517292","MDG53","Beampombo IIMDG53"
"Behara","MDG53519030","MDG53","BeharaMDG53"
"Bekorobo","MDG53517250","MDG53","BekoroboMDG53"
"Benato Toby","MDG53517150","MDG53","Benato TobyMDG53"
"Betroka","MDG53517010","MDG53","BetrokaMDG53"
"Bevoay","MDG53515210","MDG53","BevoayMDG53"
"Ebelo","MDG53519291","MDG53","EbeloMDG53"
"Elonty","MDG53519150","MDG53","ElontyMDG53"
"Emagnobo","MDG53515192","MDG53","EmagnoboMDG53"
"Enakara-Haut","MDG53515170","MDG53","Enakara-HautMDG53"
"Enaniliha","MDG53515151","MDG53","EnanilihaMDG53"
"Esira","MDG53519170","MDG53","EsiraMDG53"
"Fenoevo-Efita","MDG53515152","MDG53","Fenoevo-EfitaMDG53"
"Fort-Dauphin","MDG53515010","MDG53","Fort-DauphinMDG53"
"Iaboakoho","MDG53515132","MDG53","IaboakohoMDG53"
"Iaborotra","MDG53517270","MDG53","IaborotraMDG53"
"Ianabinda","MDG53517130","MDG53","IanabindaMDG53"
"Ianakafy","MDG53517310","MDG53","IanakafyMDG53"
"Ifarantsa","MDG53515051","MDG53","IfarantsaMDG53"
"Ifotaka","MDG53519090","MDG53","IfotakaMDG53"
"Isaka-Ivondro","MDG53515052","MDG53","Isaka-IvondroMDG53"
"Isoanala","MDG53517291","MDG53","IsoanalaMDG53"
"Ivahona","MDG53517090","MDG53","IvahonaMDG53"
"Jangany","MDG53517210","MDG53","JanganyMDG53"
"Mahabo","MDG53517170","MDG53","MahaboMDG53"
"Mahaly","MDG53519190","MDG53","MahalyMDG53"
"Mahasoa Est","MDG53517230","MDG53","Mahasoa EstMDG53"
"Mahatalaky","MDG53515131","MDG53","MahatalakyMDG53"
"Manambaro","MDG53515071","MDG53","ManambaroMDG53"
"Manantenina","MDG53515251","MDG53","MananteninaMDG53"
"Mandiso","MDG53515053","MDG53","MandisoMDG53"
"Mandromondromotra","MDG53515032","MDG53","MandromondromotraMDG53"
"Manevy","MDG53519210","MDG53","ManevyMDG53"
"Maromby","MDG53519130","MDG53","MarombyMDG53"
"Marotsiraka","MDG53519250","MDG53","MarotsirakaMDG53"
"Name Unknown","MDG53517999","MDG53","Name UnknownMDG53"
"Nanarena Besakoa","MDG53517293","MDG53","Nanarena BesakoaMDG53"
"Naninora","MDG53517050","MDG53","NaninoraMDG53"
"Ranobe","MDG53519292","MDG53","RanobeMDG53"
"Ranomafana","MDG53515191","MDG53","RanomafanaMDG53"
"Ranopiso","MDG53515111","MDG53","RanopisoMDG53"
"Sakamahily","MDG53517332","MDG53","SakamahilyMDG53"
"Sampona","MDG53519070","MDG53","SamponaMDG53"
"Sarisambo","MDG53515072","MDG53","SarisamboMDG53"
"Soanierana","MDG53515033","MDG53","SoanieranaMDG53"
"Soavary","MDG53515253","MDG53","SoavaryMDG53"
"Tanandava Sud","MDG53519050","MDG53","Tanandava SudMDG53"
"Tomboarivo","MDG53519270","MDG53","TomboarivoMDG53"
"Tranomaro","MDG53519110","MDG53","TranomaroMDG53"
"Tsivory","MDG53519230","MDG53","TsivoryMDG53"
"Aboalimena","MDG54510090","MDG54","AboalimenaMDG54"
"Ambatolahy","MDG54511091","MDG54","AmbatolahyMDG54"
"Ambia","MDG54509092","MDG54","AmbiaMDG54"
"Ambiky","MDG54510112","MDG54","AmbikyMDG54"
"Ampanihy","MDG54509070","MDG54","AmpanihyMDG54"
"Ampanihy","MDG54511032","MDG54","AmpanihyMDG54"
"Analaiva","MDG54508079","MDG54","AnalaivaMDG54"
"Analamitsivalana","MDG54509051","MDG54","AnalamitsivalanaMDG54"
"Andimaky Manambolo","MDG54510012","MDG54","Andimaky ManamboloMDG54"
"Andranopasy","MDG54502110","MDG54","AndranopasyMDG54"
"Ankalalobe","MDG54510111","MDG54","AnkalalobeMDG54"
"Ankavandra","MDG54511130","MDG54","AnkavandraMDG54"
"Ankiliabo","MDG54502090","MDG54","AnkiliaboMDG54"
"Ankilivalo","MDG54509030","MDG54","AnkilivaloMDG54"
"Ankilizato","MDG54509091","MDG54","AnkilizatoMDG54"
"Ankiroroky","MDG54510152","MDG54","AnkirorokyMDG54"
"Ankondromena","MDG54511210","MDG54","AnkondromenaMDG54"
"Ankotrofotsy","MDG54511071","MDG54","AnkotrofotsyMDG54"
"Anontsibe Centre","MDG54502050","MDG54","Anontsibe CentreMDG54"
"Anosimena","MDG54511033","MDG54","AnosimenaMDG54"
"Antsoha","MDG54510132","MDG54","AntsohaMDG54"
"Befasy","MDG54508159","MDG54","BefasyMDG54"
"Befotaka","MDG54509052","MDG54","BefotakaMDG54"
"Beharona","MDG54502030","MDG54","BeharonaMDG54"
"Belinta","MDG54510151","MDG54","BelintaMDG54"
"Belo Sur Mer","MDG54508179","MDG54","Belo Sur MerMDG54"
"Belo Sur Tsiribihina","MDG54510011","MDG54","Belo Sur TsiribihinaMDG54"
"Bemahatazana","MDG54511031","MDG54","BemahatazanaMDG54"
"Bemanonga","MDG54508059","MDG54","BemanongaMDG54"
"Bemarivo Ankirondro","MDG54510013","MDG54","Bemarivo AnkirondroMDG54"
"Berevo","MDG54510131","MDG54","BerevoMDG54"
"Beroboka Nord","MDG54510032","MDG54","Beroboka NordMDG54"
"Beronono","MDG54509150","MDG54","BerononoMDG54"
"Betsipolitra","MDG54511170","MDG54","BetsipolitraMDG54"
"Dabolava","MDG54511012","MDG54","DabolavaMDG54"
"Isalo","MDG54511072","MDG54","IsaloMDG54"
"Itondy","MDG54511110","MDG54","ItondyMDG54"
"Mahabo","MDG54509010","MDG54","MahaboMDG54"
"Malaimbandy","MDG54509130","MDG54","MalaimbandyMDG54"
"Manambina","MDG54511092","MDG54","ManambinaMDG54"
"Manandaza","MDG54511050","MDG54","ManandazaMDG54"
"Mandabe","MDG54509110","MDG54","MandabeMDG54"
"Manja","MDG54502010","MDG54","ManjaMDG54"
"Masoarivo","MDG54510070","MDG54","MasoarivoMDG54"
"Mazavasoa","MDG54509170","MDG54","MazavasoaMDG54"
"Miandrivazo","MDG54511011","MDG54","MiandrivazoMDG54"
"Morondava","MDG54508010","MDG54","MorondavaMDG54"
"Soaloka","MDG54511150","MDG54","SoalokaMDG54"
"Soaserana","MDG54502070","MDG54","SoaseranaMDG54"
"Tsaraotana","MDG54510050","MDG54","TsaraotanaMDG54"
"Tsimafana","MDG54510031","MDG54","TsimafanaMDG54"
"Ambakirano","MDG71717090","MDG71","AmbakiranoMDG71"
"Ambalahonko","MDG71719130","MDG71","AmbalahonkoMDG71"
"Ambaliha","MDG71719250","MDG71","AmbalihaMDG71"
"Ambanja","MDG71719010","MDG71","AmbanjaMDG71"
"Ambarakaraka","MDG71717231","MDG71","AmbarakarakaMDG71"
"Ambatoben'anjavy","MDG71717110","MDG71","Ambatoben'anjavyMDG71"
"Ambatozavavy","MDG71718003","MDG71","AmbatozavavyMDG71"
"Ambilobe","MDG71717010","MDG71","AmbilobeMDG71"
"Ambodibonara","MDG71717172","MDG71","AmbodibonaraMDG71"
"Ambodimanga Ramena","MDG71719172","MDG71","Ambodimanga RamenaMDG71"
"Ambohimarina","MDG71719233","MDG71","AmbohimarinaMDG71"
"Ambohimena","MDG71719050","MDG71","AmbohimenaMDG71"
"Ambohitrandriana","MDG71719232","MDG71","AmbohitrandrianaMDG71"
"Ambondrona","MDG71713252","MDG71","AmbondronaMDG71"
"Ampangorina","MDG71718002","MDG71","AmpangorinaMDG71"
"Ampondralava","MDG71717050","MDG71","AmpondralavaMDG71"
"Anaborano Ifasy","MDG71717232","MDG71","Anaborano IfasyMDG71"
"Andrafiabe","MDG71713110","MDG71","AndrafiabeMDG71"
"Andranofanjava","MDG71713191","MDG71","AndranofanjavaMDG71"
"Andranovondronina","MDG71713170","MDG71","AndranovondroninaMDG71"
"Anivorano Nord","MDG71713231","MDG71","Anivorano NordMDG71"
"Anjiabe Ambony","MDG71717171","MDG71","Anjiabe AmbonyMDG71"
"Ankarongana","MDG71713210","MDG71","AnkaronganaMDG71"
"Ankatafa","MDG71719350","MDG71","AnkatafaMDG71"
"Anketrakabe","MDG71713130","MDG71","AnketrakabeMDG71"
"Ankingameloka","MDG71719150","MDG71","AnkingamelokaMDG71"
"Anorontsangana","MDG71719310","MDG71","AnorontsanganaMDG71"
"Antafiambotry","MDG71719190","MDG71","AntafiambotryMDG71"
"Antanamitarana","MDG71713032","MDG71","AntanamitaranaMDG71"
"Antranokarany","MDG71719091","MDG71","AntranokaranyMDG71"
"Antsahampano","MDG71713050","MDG71","AntsahampanoMDG71"
"Antsakoamanondro","MDG71719110","MDG71","AntsakoamanondroMDG71"
"Antsalaka","MDG71713152","MDG71","AntsalakaMDG71"
"Antsaravibe","MDG71717130","MDG71","AntsaravibeMDG71"
"Antsatsaka","MDG71719070","MDG71","AntsatsakaMDG71"
"Antsirabe","MDG71719330","MDG71","AntsirabeMDG71"
"Antsoha","MDG71713232","MDG71","AntsohaMDG71"
"Antsohimbondrona","MDG71717150","MDG71","AntsohimbondronaMDG71"
"Bemaneviky Haut Sambirano","MDG71719171","MDG71","Bemaneviky Haut SambiranoMDG71"
"Bemaneviky Ouest","MDG71719290","MDG71","Bemaneviky OuestMDG71"
"Bemanondrobe","MDG71718004","MDG71","BemanondrobeMDG71"
"Benavony","MDG71719030","MDG71","BenavonyMDG71"
"Beramanja","MDG71717190","MDG71","BeramanjaMDG71"
"Betsiaka","MDG71717210","MDG71","BetsiakaMDG71"
"Bobakilandy","MDG71713253","MDG71","BobakilandyMDG71"
"Bobasakoa","MDG71713251","MDG71","BobasakoaMDG71"
"Diego Suarez","MDG71715009","MDG71","Diego SuarezMDG71"
"Djangoa","MDG71719092","MDG71","DjangoaMDG71"
"Dzamandzar","MDG71718005","MDG71","DzamandzarMDG71"
"Hell-Ville","MDG71718001","MDG71","Hell-VilleMDG71"
"Joffre Ville","MDG71713033","MDG71","Joffre VilleMDG71"
"Maevatanana","MDG71719173","MDG71","MaevatananaMDG71"
"Mahalina","MDG71713192","MDG71","MahalinaMDG71"
"Mahavanona","MDG71713070","MDG71","MahavanonaMDG71"
"Maherivaratra","MDG71719210","MDG71","MaherivaratraMDG71"
"Manambato","MDG71717233","MDG71","ManambatoMDG71"
"Mangaoka","MDG71713090","MDG71","MangaokaMDG71"
"Mantaly","MDG71717030","MDG71","MantalyMDG71"
"Marotolana","MDG71719270","MDG71","MarotolanaMDG71"
"Marovato","MDG71719231","MDG71","MarovatoMDG71"
"Mosorolava","MDG71713254","MDG71","MosorolavaMDG71"
"Ramena","MDG71713010","MDG71","RamenaMDG71"
"Sadjoavato","MDG71713151","MDG71","SadjoavatoMDG71"
"Sakaramy","MDG71713031","MDG71","SakaramyMDG71"
"Tanambao Marivorahona","MDG71717070","MDG71","Tanambao MarivorahonaMDG71"
"Ambalabe","MDG72710170","MDG72","AmbalabeMDG72"
"Ambalamanasy II","MDG72712210","MDG72","Ambalamanasy IIMDG72"
"Ambalasatrana","MDG72716130","MDG72","AmbalasatranaMDG72"
"Ambatoafo","MDG72711450","MDG72","AmbatoafoMDG72"
"Ambinanifaho","MDG72710190","MDG72","AmbinanifahoMDG72"
"Ambinanin'andravory","MDG72716250","MDG72","Ambinanin'andravoryMDG72"
"Amboangibe","MDG72711371","MDG72","AmboangibeMDG72"
"Ambodiampana","MDG72711410","MDG72","AmbodiampanaMDG72"
"Ambodiangezoka","MDG72712230","MDG72","AmbodiangezokaMDG72"
"Ambodimanga I","MDG72712090","MDG72","Ambodimanga IMDG72"
"Ambodisambalahy","MDG72716232","MDG72","AmbodisambalahyMDG72"
"Ambodivoara","MDG72711130","MDG72","AmbodivoaraMDG72"
"Ambohimalaza","MDG72711059","MDG72","AmbohimalazaMDG72"
"Ambohimitsinjo","MDG72711210","MDG72","AmbohimitsinjoMDG72"
"Ambohitralanana","MDG72710210","MDG72","AmbohitralananaMDG72"
"Amboriala","MDG72716270","MDG72","AmborialaMDG72"
"Ampahana","MDG72710030","MDG72","AmpahanaMDG72"
"Ampanavoana","MDG72710272","MDG72","AmpanavoanaMDG72"
"Ampanefena","MDG72716231","MDG72","AmpanefenaMDG72"
"Ampisikinana","MDG72716330","MDG72","AmpisikinanaMDG72"
"Ampohibe","MDG72710050","MDG72","AmpohibeMDG72"
"Ampondra","MDG72716030","MDG72","AmpondraMDG72"
"Analamaho","MDG72711190","MDG72","AnalamahoMDG72"
"Andampy","MDG72710152","MDG72","AndampyMDG72"
"Andapa","MDG72712010","MDG72","AndapaMDG72"
"Andrafainkona","MDG72716210","MDG72","AndrafainkonaMDG72"
"Andrahanjo","MDG72711330","MDG72","AndrahanjoMDG72"
"Andrakata","MDG72712130","MDG72","AndrakataMDG72"
"Andranomena","MDG72712190","MDG72","AndranomenaMDG72"
"Andratamarina","MDG72711250","MDG72","AndratamarinaMDG72"
"Andravory","MDG72716190","MDG72","AndravoryMDG72"
"Andrembona","MDG72711372","MDG72","AndrembonaMDG72"
"Anjangoveratra","MDG72711230","MDG72","AnjangoveratraMDG72"
"Anjialava","MDG72711470","MDG72","AnjialavaMDG72"
"Anjialavabe","MDG72712330","MDG72","AnjialavabeMDG72"
"Anjinjaomby","MDG72711150","MDG72","AnjinjaombyMDG72"
"Ankiakabe Nord","MDG72712050","MDG72","Ankiakabe NordMDG72"
"Anoviara","MDG72712290","MDG72","AnoviaraMDG72"
"Antalaha Ambonivohitra","MDG72710010","MDG72","Antalaha AmbonivohitraMDG72"
"Antananambo","MDG72710110","MDG72","AntananamboMDG72"
"Antindra","MDG72711390","MDG72","AntindraMDG72"
"Antombana","MDG72710070","MDG72","AntombanaMDG72"
"Antsahamena","MDG72712350","MDG72","AntsahamenaMDG72"
"Antsahanoro","MDG72710090","MDG72","AntsahanoroMDG72"
"Antsahavaribe","MDG72711510","MDG72","AntsahavaribeMDG72"
"Antsambaharo","MDG72711310","MDG72","AntsambaharoMDG72"
"Antsambalahy","MDG72710250","MDG72","AntsambalahyMDG72"
"Antsirabe Nord","MDG72716310","MDG72","Antsirabe NordMDG72"
"Bealampona","MDG72712150","MDG72","BealamponaMDG72"
"Belambo","MDG72716350","MDG72","BelamboMDG72"
"Belaoka Lokoho","MDG72712270","MDG72","Belaoka LokohoMDG72"
"Belaoka Marovato","MDG72712070","MDG72","Belaoka MarovatoMDG72"
"Bemanevika","MDG72711350","MDG72","BemanevikaMDG72"
"Betsakotsako Andranotsara","MDG72712250","MDG72","Betsakotsako AndranotsaraMDG72"
"Bevonotra","MDG72711530","MDG72","BevonotraMDG72"
"Bobakindro","MDG72716090","MDG72","BobakindroMDG72"
"Daraina","MDG72716110","MDG72","DarainaMDG72"
"Doany","MDG72712310","MDG72","DoanyMDG72"
"Fanambana","MDG72716050","MDG72","FanambanaMDG72"
"Farahalana","MDG72711079","MDG72","FarahalanaMDG72"
"Lanjarivo","MDG72710230","MDG72","LanjarivoMDG72"
"Maroambihy","MDG72711430","MDG72","MaroambihyMDG72"
"Marofinaritra","MDG72710130","MDG72","MarofinaritraMDG72"
"Marogaona","MDG72711270","MDG72","MarogaonaMDG72"
"Marojala","MDG72711290","MDG72","MarojalaMDG72"
"Maromokotra Loky","MDG72716290","MDG72","Maromokotra LokyMDG72"
"Marovato","MDG72712110","MDG72","MarovatoMDG72"
"Matsohely","MDG72712170","MDG72","MatsohelyMDG72"
"Milanoa","MDG72716070","MDG72","MilanoaMDG72"
"Morafeno","MDG72711170","MDG72","MorafenoMDG72"
"Nosiarina","MDG72711090","MDG72","NosiarinaMDG72"
"Nosibe","MDG72716170","MDG72","NosibeMDG72"
"Sambava Cu","MDG72711010","MDG72","Sambava CuMDG72"
"Sarahandrano","MDG72710151","MDG72","SarahandranoMDG72"
"Tanambao Daoud","MDG72711490","MDG72","Tanambao DaoudMDG72"
"Tanandava","MDG72712030","MDG72","TanandavaMDG72"
"Tsarabaria","MDG72716150","MDG72","TsarabariaMDG72"
"Vinanivao","MDG72710271","MDG72","VinanivaoMDG72"
"Vohemar","MDG72716010","MDG72","VohemarMDG72"
