"is","annee_contrat","num_contrat","titre_contrat","nom_usage","responsable_due","label_odd1","label_odd2","label_odd3","label_tei","label_global_gateway","objectif_general","objectifs_specifiques","resultats","main_media","youtube","website","facebook","instagram","twitter","linkedin","press","folder","fichiers","type_contrat","nature_contrat","mecanisme_financement","instrument_financement","date_fin","date_debut","organisme","membre_consortium_1","membre_consortium_2","membre_consortium_3","membre_consortium_4","membre_consortium_5","membre_consortium_6","membre_consortium_7","membre_consortium_8","budget_ue","budget_global","co_financement","cof_1_nom","cof_1_euros","cof_2_nom","cof_2_euros","cof_3_nom","cof_3_euros","cof_4_nom","cof_4_euros","cof_5_nom","cof_5_euros","autres_contributions","num_decision","dac_code","thematique","tei","secteur","region","commune","district","reference_opsys","public","relais_com_partenaire",
"FED",2020,417560,"Appui au Fonds Malgache de Formation Professionnelle","FMFP","MARION ZAFERA","ODD n°9 - Industrie, innovation et infrastructure","ODD n°4 - Éducation de qualité",,"Investir dans la Jeunesse","Éducation et recherche","Contribuer au renforcement du capital humain à travers le développement des compétences à Madagascar","-	Développer les compétences des salariés du secteur formel à Madagascar dans trois secteurs (Textile, Tourisme et Technologies de l'Information et Communication) par l’abondement du fonds pour amplifier sa capacité d’intervention financière, l’appui conseil aux entreprises pour élaborer les plans de formation et la gestion des appels à projets de formation d’entreprise ou inter-entreprises ainsi que leur contractualisation et leur suivi 

-	Former la jeunesse malgache et les groupes vulnérables afin d’améliorer leur accès à des emplois décents dans ces trois secteurs (guichet Equité).
",,,,"http://www.fmfp.mg/","https://www.facebook.com/fmfpmg",,,"https://www.linkedin.com/company/fmfpmg/mycompany/?viewAsMember=true",,"417560","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Eg_PGjeF0e1NnqSAx8d-bTcBvGs7pWrwRPpUkx8RQjcNMQ?e=0O05Og","Madagascar","Mise en oeuvre","Convention de contribution",,2023-10-31,2020-01-09,"AFD - Agence Française de Développement",,,,,,,,,2000000,14000000,,"AFD - Agence Française de Développement",12000000,,,,,,,,,,"40-383",331,"Appui au secteur privé et au commerce",,"COMMERCE","Alaotra-Mangoro,Amoron'i Mania,Analamanga,Analanjirofo,Androy,Anôsy,Atsimo-Andrefana,Atsimo-Atsinanana,Atsinanana,Betsiboka,Boeny,Bongolava,Diana,Haute Matsiatra,Ihorombe,Itasy,Melaky,Menabe,Sava,Sofia,Vakinankaratra,Vatovavy Fitovinany,Ambatosoa,",,"Antananarivo I;Antananarivo II;Antananarivo III;Antananarivo IV;Antananarivo V;Antananarivo VI;Miandrivazo;Mahabo;Manja;Belo surTsiribihina;Morondava;Betroka;Amboasary;Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Ankazobe;Anjozorobe;Andramasina;Manjakandriana;Tsiroanomandidy;Fenoarivo Be;Miarinarivo;Arivonimamo;Soavinandriana;Antsirabe I;Antsirabe II;Ambatolampy;Antanifotsy;Betafo;Faratsiho;Mandoto;Toamasina I;Toamasina II;Antanambao Manampotsy;Brickaville;Mahanoro;Marolambo;Vatomandry;Ambatondrazaka;Amparafaravola;Moramanga;Andilamena;Anosibe an’Ala;Fénérive Est;Mananara nord;Maroantsetra;Vavatenina;Soanierana Ivongo;Antsiranana I;Antsiranana II;Ambanja;Ambilobe;Sambava;Antalaha;Vohemar;Andapa;Fianarantsoa I;Vohibato;Lalangina;Isandra;Ambalavao;Ambohimahasoa;Ikalamavony;Ambositra;Fandriana;Ambatofinandrahana;Manandriana;Manakara;Mananjary;Ifanadiana;Ikongo;Nosy Varika;Vohipeno;Farafangana;Vangaindrano;Vondrozo;Befotaka;Midongy atsimo;Ihosy;Iakora;Ivohibe;Mahajanga I;Mahajanga II;Ambato Boeny;Marovoay;Soalala;Mitsinjo;Maevatanàna;Kandreho;Tsaratanàna;Antsohihy;Analalava;Bealanana;Befandriana nord;Mampikony;Mandritsara;Port Bergé;Maintirano;Morafenobe;Ambatomainty;Antsalova;Besalampy;Toliary I;Toliary II;Ampanihy;Benenitra;Beroroha;Betioky;Ankazoabo;Morombe;Sakaraha;Ambovombe Androy;Beloha;Bekily;Tsihombe;Taolagnaro;","PCC-417560","Oui",,
"FED",2022,437169,"Assistance technique chargée de la mise en oeuvre du devis programme pluriannuel du programme PADEIR","AT PADEIR","MARION ZAFERA","ODD n°9 - Industrie, innovation et infrastructure","ODD n°4 - Éducation de qualité",,"Investir dans la Jeunesse","Éducation et recherche","Renforcer le développement économique durable et inclusif de Madagascar","Améliorer l'accès aux marchés UE et régionaux et la compétitivité de chaînes de valeur exportatrices.
","-	Produit escompté 1 : Les capacités institutionnelles des acteurs de la politique de promotion des exportations sont renforcées.
-	Produit escompté 2 : Les obstacles en matière de normes de qualité et de barrières non tarifaires sont levés.
-	Produit escompté 3 : Les compétences et qualifications du personnel des chaînes de valeur exportatrices prioritaires (textile, TIC, tourisme) sont renforcées et leur accompagnement est structuré.

",,,,"https://www.facebook.com/UE.madagascar.Comores/posts/pfbid0zduywPJASyERGyVnH86mzu1KC44cqXMwersFbCUvqwhYq9afrGRDC24Pw1NqwgzWl",,,,,"437169","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EmUM8kaqWy5FhECDqEgxXNwBPGDE7z1vIGmJyta9okC_kQ?e=rpzRYJ","Madagascar","Mise en œuvre","Services",,2026-01-31,2022-01-12,"DMI Associates","Expertise France","AETS","Evolutis",,,,,,1940860,1940860,,,,,,,,,,,,,40383,33150,"Appui au secteur privé et au commerce",,"Privé","Alaotra-Mangoro,Amoron'i Mania,Analamanga,Analanjirofo,Androy,Anôsy,Atsimo-Andrefana,Atsimo-Atsinanana,Atsinanana,Betsiboka,Boeny,Bongolava,Diana,Haute Matsiatra,Ihorombe,Itasy,Melaky,Menabe,Sava,Sofia,Vakinankaratra,Vatovavy Fitovinany,Ambatosoa,","national","Antananarivo I;Antananarivo II;Antananarivo III;Antananarivo IV;Antananarivo V;Antananarivo VI;Miandrivazo;Mahabo;Manja;Belo surTsiribihina;Morondava;Betroka;Amboasary;Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Ankazobe;Anjozorobe;Andramasina;Manjakandriana;Tsiroanomandidy;Fenoarivo Be;Miarinarivo;Arivonimamo;Soavinandriana;Antsirabe I;Antsirabe II;Ambatolampy;Antanifotsy;Betafo;Faratsiho;Mandoto;Toamasina I;Toamasina II;Antanambao Manampotsy;Brickaville;Mahanoro;Marolambo;Vatomandry;Ambatondrazaka;Amparafaravola;Moramanga;Andilamena;Anosibe an’Ala;Fénérive Est;Mananara nord;Maroantsetra;Vavatenina;Soanierana Ivongo;Antsiranana I;Antsiranana II;Ambanja;Ambilobe;Sambava;Antalaha;Vohemar;Andapa;Fianarantsoa I;Vohibato;Lalangina;Isandra;Ambalavao;Ambohimahasoa;Ikalamavony;Ambositra;Fandriana;Ambatofinandrahana;Manandriana;Manakara;Mananjary;Ifanadiana;Ikongo;Nosy Varika;Vohipeno;Farafangana;Vangaindrano;Vondrozo;Befotaka;Midongy atsimo;Ihosy;Iakora;Ivohibe;Mahajanga I;Mahajanga II;Ambato Boeny;Marovoay;Soalala;Mitsinjo;Maevatanàna;Kandreho;Tsaratanàna;Antsohihy;Analalava;Bealanana;Befandriana nord;Mampikony;Mandritsara;Port Bergé;Maintirano;Morafenobe;Ambatomainty;Antsalova;Besalampy;Toliary I;Toliary II;Ampanihy;Benenitra;Beroroha;Betioky;Ankazoabo;Morombe;Sakaraha;Ambovombe Androy;Beloha;Bekily;Tsihombe;Taolagnaro;","PC-21512","Non","M. Jean-Jacques NYIRUBUTAMA / Ingénieur transport / J.NYIRUBUTAMA@AFDB.ORG
M. Maximin ANASSIDE / Chargé des opérations / M.ANASSIDE@AFDB.ORG
",
"FED",2023,447601,"Devis programme phase opérationnelle PADEIR","DP PADEIR","MARION ZAFERA","ODD n°9 - Industrie, innovation et infrastructure","ODD n°4 - Éducation de qualité",,"Investir dans la Jeunesse","Éducation et recherche",,,,,,,,,,,,,,,,,,2026-04-01,2023-12-09,"République de Madagascar",,,,,,,,,3150000,3150000,,,,,,,,,,,,,40383,33150,"Appui au secteur privé et au commerce",,"Privé","Alaotra-Mangoro,Amoron'i Mania,Analamanga,Analanjirofo,Androy,Anôsy,Atsimo-Andrefana,Atsimo-Atsinanana,Atsinanana,Betsiboka,Boeny,Bongolava,Diana,Haute Matsiatra,Ihorombe,Itasy,Melaky,Menabe,Sava,Sofia,Vakinankaratra,Vatovavy Fitovinany,Ambatosoa,",,"Antananarivo I;Antananarivo II;Antananarivo III;Antananarivo IV;Antananarivo V;Antananarivo VI;Miandrivazo;Mahabo;Manja;Belo surTsiribihina;Morondava;Betroka;Amboasary;Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Ankazobe;Anjozorobe;Andramasina;Manjakandriana;Tsiroanomandidy;Fenoarivo Be;Miarinarivo;Arivonimamo;Soavinandriana;Antsirabe I;Antsirabe II;Ambatolampy;Antanifotsy;Betafo;Faratsiho;Mandoto;Toamasina I;Toamasina II;Antanambao Manampotsy;Brickaville;Mahanoro;Marolambo;Vatomandry;Ambatondrazaka;Amparafaravola;Moramanga;Andilamena;Anosibe an’Ala;Fénérive Est;Mananara nord;Maroantsetra;Vavatenina;Soanierana Ivongo;Antsiranana I;Antsiranana II;Ambanja;Ambilobe;Sambava;Antalaha;Vohemar;Andapa;Fianarantsoa I;Vohibato;Lalangina;Isandra;Ambalavao;Ambohimahasoa;Ikalamavony;Ambositra;Fandriana;Ambatofinandrahana;Manandriana;Manakara;Mananjary;Ifanadiana;Ikongo;Nosy Varika;Vohipeno;Farafangana;Vangaindrano;Vondrozo;Befotaka;Midongy atsimo;Ihosy;Iakora;Ivohibe;Mahajanga I;Mahajanga II;Ambato Boeny;Marovoay;Soalala;Mitsinjo;Maevatanàna;Kandreho;Tsaratanàna;Antsohihy;Analalava;Bealanana;Befandriana nord;Mampikony;Mandritsara;Port Bergé;Maintirano;Morafenobe;Ambatomainty;Antsalova;Besalampy;Toliary I;Toliary II;Ampanihy;Benenitra;Beroroha;Betioky;Ankazoabo;Morombe;Sakaraha;Ambovombe Androy;Beloha;Bekily;Tsihombe;Taolagnaro;",,"Non","mailto:Caroline.Vuillemin@hirondelle.org",
"FED",2016,375623,"Développement du réseau péri-urbain d'Antananarivo","ROCADE","OUEDRAOGO HALIMATA","ODD n°9 - Industrie, innovation et infrastructure","ODD n°10 - Inégalités réduites",,,"Transports","Améliorer la mobilité urbaine au sein de la capitale Antananarivo","OS1: Faciliter l’accès de la population urbaine d’Antananarivo aux pôles économiques du pays

OS2: Contribuer à la réduction du trafic de transit (poids lourds) sur les axes urbains existants 

OS3: Diminuer les temps de parcours urbains
                                                                                                                                                                                    OS4 : Réduire le taux d'accidents de la route sur le réseau urbain secondaire","R1: Désengorgement de l'agglomération d'Antananarivo

R2: Amélioration de la mobilité des personnes et des marchandises à l'intérieur et aux abords de la ville avec un transit estimé à 48.000 véhicules par jour

R3: Accélération du développement économique de la ville et du pays  

R4: Renforcement des acteurs publics du secteur des transports 

R5 : Réduction de la fréquence des inondations",,"https://www.youtube.com/watch?v=0qlW4HYSb_s%20%20https://www.youtube.com/watch?v=klLUogIOxho%20%20https://www.youtube.com/watch?v=aPEx1eCox4c","https://www.afd.fr/fr/carte-des-projets/desengorger-antananarivo-et-fluidifier-les-echanges-economiques","https://www.facebook.com/La-Rocade-dIarivo-102902841816726/",,"https://twitter.com/Kdefremont/status/1409071369950797826","https://mg.linkedin.com/posts/agence-routi%C3%A8re-b418961b5_rocadediarivo-activity-6764544878522249216-jTCv","https://www.eeas.europa.eu/delegations/madagascar/rocade-d%E2%80%99antananarivo_en?s=106%20https://actu.orange.mg/la-rocade-diarivo-laboutissement-dune-dizaine-dannees-de-travail-et-defforts-selon-le-prm/%20https://www.madagascar-tribune.com/La-Rocade-Iarivo-operationnelle-a-partir-de-ce-jour.html%20%20%20https://mg.ambafrance.org/Inauguration-de-la-rocade-d-Iarivo%20%20https://www.agetipa.mg/projets/details/22","416972","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EmHuK-dtWB1Bl-twqw_6SpcBK53a-tjOmNyvm0kbCKDmEw?e=Zpikg9","Madagascar","Mise en oeuvre","Convention de Financement",,2024-03-31,2017-01-01,"AGENCE FRANCAISE DE DEVELOPPEMENT",,,,,,,,,4800000,62800000,,"Banque européenne d'investissement (BEI)",28000000,"AFD - Agence Française de Développement",24000000,"République de Madagascar",6000000,,,,,"Autres Bailleurs: 
Banque Européenne d'Investissement BEI
Montant: 28000000

République de Madagascar
Montant:6000000
",38465,21020,"Infrastructures et énergie",,"Infrastructures / Transport routier","Analamanga,","Antananarivo","Antananarivo Avaradrano;Antananarivo V;Antananarivo III;","PCC-375623","Oui",,
"FED",2022,432298,"Assistance technique pour appui institutionnel dans le secteur des transports","Assitance Technique au Ministère des Travaux Publics","OUEDRAOGO HALIMATA","ODD n°9 - Industrie, innovation et infrastructure",,,,"Transports","Améliorer la gestion et la durabilité des infrastructures de transport","OS1: Mettre à jour le Plan National Transport

OS2: Elaborer et mettre à jour le schéma directeur du système d'information du Ministère en charge des travaux publics

OS3: Elaborer le manuel de procédures de l'Agence routière OS4: Renforcer les capacités du personnel du ministère et de ses agences d'exécution","R1: Le Plan National Transport est mis à jour 

R2 : le schéma directeur du système d'information du Ministère en charge des travaux publics

R3:le manuel de procédures de l'Agence routière est élaboré  R4: Le renforcement de capacités est effectif",,,"https://www.eeas.europa.eu/delegations/madagascar/appuis-institutionnels-au-secteur-des-infrastructures_en?s=106",,,,,,"418939","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Evlt_TFNmeJHnuNZ-zqgdy8BRrUCvdOX3H5CwnJlKpYRXA?e=l8fWPq","Madagascar","Mise en oeuvre","Services",,2024-06-16,2022-07-17,"EGIS Villes & Transports",,,,,,,,,1282576,1282576,,,,,,,,,,,,,39935,21010,"Infrastructures et énergie",,"Politique des transports et gestion administrative","Madagascar",,"Antananarivo I;Antananarivo II;Antananarivo III;Antananarivo IV;Antananarivo V;Antananarivo VI;Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Ankazobe;Anjozorobe;Andramasina;Manjakandriana;Tsiroanomandidy;Fenoarivo Be;Miarinarivo;Arivonimamo;Soavinandriana;Antsirabe II;Antsirabe I;Ambatolampy;Antanifotsy;Betafo;Faratsiho;Mandoto;Toamasina I;Toamasina II;Antanambao Manampotsy;Brickaville;Mahanoro;Marolambo;Vatomandry;Ambatondrazaka;Amparafaravola;Moramanga;Andilamena;Anosibe an’Ala;Fénérive Est;Mananara nord;Maroantsetra;Vavatenina;Soanierana Ivongo;Antsiranana I;Antsiranana II;Ambanja;Ambilobe;Sambava;Antalaha;Vohemar;Andapa;Fianarantsoa I;Vohibato;Lalangina;Isandra;Ambalavao;Ambohimahasoa;Ikalamavony;Ambositra;Fandriana;Ambatofinandrahana;Manandriana;Manakara;Mananjary;Ifanadiana;Ikongo;Nosy Varika;Vohipeno;Farafangana;Vangaindrano;Vondrozo;Befotaka;Midongy atsimo;Ihosy;Iakora;Ivohibe;Mahajanga I;Mahajanga II;Ambato Boeny;Marovoay;Soalala;Mitsinjo;Maevatanàna;Kandreho;Tsaratanàna;Antsohihy;Analalava;Bealanana;Befandriana nord;Mampikony;Mandritsara;Port Bergé;Maintirano;Morafenobe;Ambatomainty;Antsalova;Besalampy;Toliary I;Toliary II;Ampanihy;Benenitra;Beroroha;Betioky;Ankazoabo;Morombe;Sakaraha;Ambovombe Androy;Beloha;Bekily;Tsihombe;Taolagnaro;Préfecture de Nosy Be / Chef lieu : Hell-Ville;Préfecture de Sainte-Marie / Chef lieu : Ambodifotatra;Miandrivazo;Mahabo;Manja;Belo surTsiribihina;Betroka;Amboasary;Morondava;","PCC-432298","Non",,
"FED",2017,389999,"Réhabilitation et modernisation de la Route Nationale 6 et de la Route Nationale 13","RN6 / RN13","OUEDRAOGO HALIMATA","ODD n°9 - Industrie, innovation et infrastructure","ODD n°10 - Inégalités réduites",,,"Transports","Réhabiliter les routes nationales RN6 dans le Nord du pays entre le port d’Antsiranana (ou Diego Suarez) et Ambanja (234 km) et RN13 dans le Sud du pays (114 km) entre le port de Taolagnaro (ou Fort-Dauphin) et Ambovombe ","OS1: Réhabiliter la RN6 entre le port d’Antsiranana (ou Diego Suarez) et Ambanja (région Diana) 234km

OS2: Réhabiliter la RN13 dans le Sud (114 km) entre le port de Taolagnaro (ou Fort-Dauphin) et Ambovombe","R1: Réhabilitation de la RN6 entre le port d’Antsiranana et Ambanja 

R2: Réhabilitation de la RN13 entre le port de Taolagnaro et Ambovombe

R3: Economies de temps et de coûts d'exploitation des véhicules 

R4 : Réduction du nombre de victimes et un accès élargi des usagers aux infrastructures 

R5 : Ouverture de zone de production agricole 

R6 : Accès à des aménagements touristiques durables et à l'amélioration des conditions de vie de la population",,"https://youtu.be/KWdTMDwtYWo","https://www.eeas.europa.eu/delegations/madagascar/projet-de-modernisation-du-r%C3%A9seau-routier-de-madagascar_en?s=106",,,,,"https://www.eib.org/fr/press/all/2022-278-lancement-officiel-des-travaux-de-rehabilitation-de-grands-axes-routiers-finances-par-l-union-europeenne-la-bei-et-le-groupe-de-la-banque-africaine-de-developpement","422759","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EuepTIC54UVGtOZy8DG7EtQBJIsviC5NQypWSoSGH5JXww?e=u84Htr","Madagascar","Mise en oeuvre","Convention de Financement",,2025-06-30,2018-08-31,"Banque européenne d'investissement (BEI)",,,,,,,,,116001600,235570000,,"Banque européenne d'investissement (BEI)",114730000,"République de Madagascar",4838400,,,,,,,"Autres Bailleurs:  République de Madagascar
Montant: 4800000",38465,21020,"Infrastructures et énergie",,"Infrastructures / Transport routier","Diana, Anosy, Androy","De Diego Suarez à Ambanja / De Fort Dauphin à Ambovombe","Ambilobe;Ambanja;Antsiranana II;","PCC-389999","Oui","M. Fitahiantsoa RAMANAMANDIMBY - n.ramanamandimby@apdra.org ",
"FED",2019,404316,"Réhabilitation et modernisation de la Route Nationale 9 et de la Route Nationale Temporaire 12A et facilitation du commerce","RN9 / RNT12 A","OUEDRAOGO HALIMATA","ODD n°9 - Industrie, innovation et infrastructure","ODD n°10 - Inégalités réduites",,,"Transports","Construire environ 241 kilomètres de routes nationales sur la RNT12A et la RN9 ainsi que des ponts","OS1: Moderniser la RN9 de Tuléar à Manja

OS2: Moderniser la RNT12A de Fort Dauphin (Taolagnaro) à Ebakika et de Masianaka à Vangaindrano 

OS3: Développer des activités de facilitation du commerce ","R1: Modernisation de la RN9 de Tuléar à Manja

R2: Modernisation de la RNT12A de Fort Dauphin (Taolagnaro) à Ebakika et de Masianaka à Vangaindrano 

R3: Développement d'activités de facilitation du commerce 

R4: Des économies de temps et de coûts d'exploitation des véhicules 

R5 : Une réduction du nombre de victimes et un accès élargi des usagers aux infrastructures 

R6 : L'ouverture de zone de production agricole 

R7 : L'accès à des aménagements turistiques durables et à l'amélioration des conditions de vie de la population 

R8 : Une augmentation des échanges commerciaux entre Madagascar et le continent, d'une part, et avec les autres îles de l'Océan indien, d'autre part",,,"https://www.eeas.europa.eu/delegations/madagascar/projet-d%E2%80%99am%C3%A9nagement-de-corridors-et-de-facilitation-du-commerce_en?s=106%20%20https://www.afdb.org/fr/projects-and-operations/p-z1-d00-045%20https://www.bnm.mg/pacfc/","https://fr-fr.facebook.com/UE.madagascar.Comores/posts/2647976008583232/",,,,"https://www.eib.org/fr/press/all/2022-278-lancement-officiel-des-travaux-de-rehabilitation-de-grands-axes-routiers-finances-par-l-union-europeenne-la-bei-et-le-groupe-de-la-banque-africaine-de-developpement","423620","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EkTfC5hQlQ5Fh9mM2m1Jav8B_1DexpYtmphujG6SrTQTOg?e=b4WGhU","Madagascar","Mise en oeuvre","Convention de Financement",,2024-12-31,2020-01-01,"Banque Africaine de Développement",,,,,,,,,39950000,183180000,"BAD","Banque Africaine de Développement",143230000,,,,,,,,,"Autres Bailleurs: BAD OFID BADEA fonds arabes et gouvernement de Madagascar
Montant:143290000

",39988,21020,"Infrastructures et énergie",,"Infrastructures / Transport routier","Atsimo Andrefana,Anôsy,Menabe,Atsimo Atsinanana,","De Analamisampy à Manja / De Fort-Dauphin à Ebakika / De Masianaka à Vangaindrano",,"PCC-404316","Oui",,
"FED",2018,398952,"Développement des chaînes de valeur agricoles et forestières dans la région de Diana","PAGE2","PHILIPPE D'AOUT","ODD n°2 - Faim « Zéro »",,,,,"Promouvoir un secteur agricole durable, inclusif et performant dans le Nord de Madagascar","OS1 : Amélioration de la gouvernance du secteur agricole

OS2 : Augmentation des revenus des ménages en appuyant le développement et le renforcement de chaines de valeur agricoles inclusives

OS3 : Amélioration de la sécurité alimentaire et nutritionnelle des ménages ruraux","R1 : La productivité et la rentabilité des chaines de valeur agricoles et forestières sont améliorées.

R2 : La pérennité des chaînes de valeur agricoles et forestières est renforcée par une meilleure gestion des ressources naturelles.",,"https://www.youtube.com/watch?v=elkJelx8pAg","https://www.giz.de/en/worldwide/97482.html","https://www.facebook.com/permalink.php?story_fbid=pfbid0at2wTpV6RmACkRhuwXyhkE5nRDPw6UibUoB7tw9RTbgPtPw9vavwgzYbgDmSGRPHl&id=100064625206251",,,,,398952,"../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EtSIqSl-h4tKm447bSXu0PQB3Ezgy-p5e4zD5TF8lbGsxA?e=EkfEA8","Madagascar","Mise en œuvre","Convention de délégation",,2024-06-30,2018-08-29,"GIZ - Deutsche Gesellschaft für Internationale Zusammenarbeit (GmbH)",,,,,,,,,8450000,10180300,"GIZ","BMZ - Ministère fédéral Allemand de la Coopération économique et du Développement",1730300,,,,,,,,,"Autres Bailleurs BFW
Montant:1 730 000",39387,31120,"Développement rural","Développement rural et gestion durable des ressources naturelles",,"Diana,","Ambilobe","Ambilobe;","PCC-398952","Oui","M. Romain COGNE - romain.cogne@planete-urgence.org",
"FED",2019,397640,"Devis programme Central AFAFI-Nord","DP AFAFI-Nord","PHILIPPE D'AOUT","ODD n°2 - Faim « Zéro »",,,,,"Ce Devis Programme (DP) central est un DP de facilitation à dominante logistique et administrative qui a pour objectif de rendre fonctionnelles les Unités Régionales de Gestion de Programme (URGP) à travers l’appui aux activités de démarrage et la prise en charge des interventions d’intérêt partagé. ","OS1: Contribuer à l'amélioration de la gouvernance du secteur pour permettre une croisance agricole inclusive et une utilisation durable des ressources naturelles

OS2: Contribuer à l'amélioration de la productivité et de la durabilité des chaines de valeur agricole

OS3: Contribuer à l'amélioration de la sécurité alimentaire et nutritionelle et de la résilience des menages vulnérables","R11:Les collectivités territoriales décentralisées sont renforcées
R12: les services techniques deconcentrés sont renforcés
R21: Une meilleure maîtrise de l'eau à usage agricole et pastoral est assuré
R22: La productivité et la rentabilité des fillieres/chaîne de valeur sont améliorées
R31:la promotion des action de lutte contre la malnutrition est renforcéer
R33: l'accès à l'eau potable et à l'hygiéne est amélliore
 ",,"https://www.youtube.com/watch?v=k_yxhfl0oYQ",,"https://www.facebook.com/BACE.Madagascar",,,,"https://midi-madagasikara.mg/2022/12/31/basse-mahavavy-reseau-hydroagricole-remis-en-etat-par-le-programme-afafi-nord/#:~:text=La%20r%C3%A9ception%20d%C3%A9finitive%20du%20r%C3%A9seau,%C3%A9t%C3%A9%20faite%20par%20AFAFI%20Nord   https://actu.orange.mg/remise-en-etat-du-reseau-hydroagricole-de-la-basse-mahavavy/ http://www.lagazette-dgi.com/?p=54457  https://lexpress.mg/27/02/2021/diana-vers-la-remise-en-etat-de-la-basse-mahavavy/  https://latribune.cyber-diego.com/actualites/1568-ambilobe-rehabilitation-du-reseau-hydro-agricole.html https://midi-madagasikara.mg/2020/11/21/afafi-nord-pour-une-agriculture-durable-inclusive-et-performante-dans-24-communes/","398638","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EmrsoPi1LABBhhmndg6CL_gBqLqhX3XAa0HuaJfVeoOGwQ?e=NypYs4","Madagascar","Mise en œuvre","Pro forma registration (Program Estimates, Budget Support)",,2025-11-30,2019-07-17,"République de Madagascar",,,,,,,,,3541483,3541483,,,,,,,,,,,,,39387,43040,"Développement rural","Pacte vert",,"Diana,Sava,Analangirofo,Antananarivo","Fenerive Est, Ambilobe, Antala",,"PCC-397640","Non",,
"FED",2018,398853,"Assistance Technique à la mise en œuvre du Programme AFAFI Nord dans trois 3 régions  (DIANA, SAVA et ANALANJIROFO)","AT AFAFI-Nord","PHILIPPE D'AOUT","ODD n°2 - Faim « Zéro »",,,,,"L’objectif du présent marché est de fournir une Assistance Technique au BACE et à certaines Ministère de l'Agriculture et de l'Elevage, 
Ministère des Ressources Halieutiques, de la Pêche et de l'Environnement, afin de permettre une mise en oeuvre efficiente et efficace sur toute la durée de mise en oeuvre du Programme AFAFI-NORD.","OS1 :	Amélioration de la gouvernance du secteur agricole ;
OS2 :	Augmentation des revenus des ménages en appuyant le développement et le renforcement de chaines de valeur agricoles inclusives ;
OS3 :	Amélioration de la sécurité alimentaire et nutritionnelle des ménages ruraux.",,,,,"https://www.facebook.com/profile.php?id=100064625206251",,,,,398853,"../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EnSPZRvK6z1Hq7Eli3yEgfwB2YW3C0b1YDm1eTQyFZbtGA?e=gHhGmo","Madagascar","Mise en œuvre","Services",,2025-11-30,2018-07-24,"AFC - Agriculture & Finance Consultants GmbH",,,,,,,,,5355438,5355438,,,,,,,,,,,,,39387,43040,"Développement rural",,,"Diana,Sava,Analanjirofo ","Ambilobe, Fenerive est, Ambilobe, Antala",,"PCC-398853","Non","M. Jérôme RAOMBA, Directeur de Projet - jerome@geosystems.mg ",
